City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
61,cidreira,-30.1811,-50.2056,21.31,95,100,4.2,BR,1701651776
62,atafu village,-8.5421,-172.5159,29.25,76,100,5.78,TK,1701651932
63,niksar,40.5917,36.9517,12.89,54,100,3.19,TR,1701651933
64,kovalam,8.3667,76.9967,28.05,78,75,1.03,IN,1701651934
65,lebu,-37.6167,-73.65,11.42,80,0,10.81,CL,1701651935
66,gadzhiyevo,69.2551,33.3362,-4.38,92,100,1.5,RU,1701651936
67,slave lake,55.2834,-114.769,-5.01,80,100,2.57,CA,1701651695
68,bredasdorp,-34.5322,20.0403,14.41,83,1,2.64,ZA,1701651939
69,fedorovka,53.6314,62.7078,-8.44,78,100,0.62,KZ,1701651940
70,grytviken,-54.2811,-36.5092,0.77,73,8,1.96,GS,1701651942
71,barcelos,41.5388,-8.6151,15.08,92,74,3.18,PT,1701651943
72,taulaga,-11.0553,-171.0883,28.54,76,76,6.62,AS,1701651945
73,vilyuchinsk,52.9306,158.4028,-6.71,71,8,4.41,RU,1701651946
74,mar del plata,-38.0023,-57.5575,14.49,58,0,5.36,AR,1701651948
75,mao,39.8885,4.2658,13.31,67,20,3.09,ES,1701651949
76,bilibino,68.0546,166.4372,-22.16,99,100,1.25,RU,1701651950
77,puerto ayora,-0.7393,-90.3518,24.19,91,64,2.24,EC,1701651951
78,bambui,-20.0064,-45.9769,23.29,64,35,1.63,BR,1701651805
79,gilgit,35.9221,74.3087,3.48,43,2,1.62,PK,1701651954
80,hawaiian paradise park,19.5933,-154.9731,24.93,94,100,2.57,US,1701651955
81,fale old settlement,-9.3852,-171.2468,29.59,73,100,6.68,TK,1701651956
82,port macquarie,-31.4333,152.9167,25.5,68,57,4.37,AU,1701651860
83,port mathurin,-19.6833,63.4167,25.69,82,27,8.03,MU,1701651667
84,rongelap,11.1635,166.8941,27.65,70,99,7.67,MH,1701651960
85,hafar al-batin,28.4328,45.9708,12.32,50,0,1.03,SA,1701651961
86,flying fish cove,-10.4217,105.6791,26.82,78,75,4.12,CX,1701651962
87,baiyin,36.5583,104.2081,0.89,31,0,1.71,CN,1701651963
88,fort st. john,56.2499,-120.8529,-3.06,93,100,5.14,CA,1701651964
89,grande prairie,55.1667,-118.8027,-4.9,93,75,1.54,CA,1701651853
90,svetlyy,54.675,20.1347,0.03,73,100,7.11,RU,1701651967
91,warrnambool,-38.3833,142.4833,24.51,41,30,3.51,AU,1701651969
92,ushuaia,-54.8,-68.3,8.81,71,75,16.98,AR,1701651970
93,kerikeri,-35.2268,173.9474,22.07,81,100,2.99,NZ,1701651971
94,tura,25.5198,90.2201,16.83,74,100,1.9,IN,1701651973
95,usinsk,65.9939,57.5281,-14.76,97,100,3.15,RU,1701651974
96,totness,5.8833,-56.3167,26.4,86,2,5.64,SR,1701651976
97,ribeira grande,38.5167,-28.7,15.48,50,35,2.05,PT,1701651977
98,mananara,-16.1667,49.7667,22.55,87,89,2.37,MG,1701651979
99,jamaame,0.0697,42.745,27.07,76,96,4.12,SO,1701651980
100,grand falls-windsor,48.9332,-55.6649,-1.94,77,100,0.59,CA,1701651766
101,talnakh,69.4865,88.3972,-34.16,86,12,0.65,RU,1701651981
102,hadibu,12.65,54.0333,24.94,69,100,7.49,YE,1701651983
103,chibougamau,49.9168,-74.3659,-12.21,85,0,4.63,CA,1701651805
104,xilin hot,43.9667,116.0333,-9.96,88,12,2.74,CN,1701651986
105,fengxiang,47.5833,130.8333,-8.11,88,100,2.84,CN,1701651987
106,westport,41.1415,-73.3579,9.07,91,100,2.06,US,1701651989
107,pisco,-13.7,-76.2167,20.57,77,0,8.23,PE,1701651990
108,stanley,54.868,-1.6985,-0.82,96,75,1.03,GB,1701651936
109,weno,7.4515,151.8468,30.97,74,100,4.12,FM,1701651993
110,ambon,-3.6954,128.1814,30.08,70,40,1.03,ID,1701651994
111,juegang,32.3174,121.1855,9.89,65,99,2.07,CN,1701651995
112,wailua homesteads,22.0669,-159.378,27.24,75,0,5.66,US,1701651997
113,stephenville,32.2207,-98.2023,16.54,33,0,2.06,US,1701651998
114,yelizovo,53.1873,158.3805,-6.78,57,0,2.0,RU,1701652000
115,minchianabad,30.163,73.5685,14.83,44,34,1.21,PK,1701652001
116,brisas de zicatela,15.8369,-97.0419,26.89,77,0,2.29,MX,1701652002
117,georgetown,5.4112,100.3354,27.75,83,20,1.54,MY,1701652004
118,inhambane,-23.865,35.3833,22.52,73,7,3.42,MZ,1701652005
119,hell-ville,-13.4,48.2667,26.69,79,32,2.49,MG,1701652006
120,qaqortoq,60.7167,-46.0333,-3.82,73,100,3.28,GL,1701652007
121,whitehorse,60.7161,-135.0538,-11.06,98,100,0.69,CA,1701652008
122,san juan de miraflores,-12.1629,-76.9635,21.76,76,100,3.42,PE,1701652010
123,port alfred,-33.5906,26.891,14.54,92,100,2.52,ZA,1701652011
124,chepo,9.1667,-79.1,27.76,91,44,2.2,PA,1701652012
125,coahuayana de hidalgo,18.7,-103.6583,25.75,73,96,0.17,MX,1701652013
126,shipunovo,52.1582,82.2173,-6.69,81,100,9.61,RU,1701652013
127,cockburn town,21.4612,-71.1419,25.98,57,40,2.57,TC,1701652015
128,huarmey,-10.0681,-78.1522,20.53,85,100,4.27,PE,1701652016
129,blackmans bay,-43.0167,147.3167,20.07,58,100,0.89,AU,1701652018
130,lycksele,64.5954,18.6735,-9.76,85,100,1.54,SE,1701652019
131,laguna,38.421,-121.4238,17.25,73,0,2.06,US,1701652020
132,alofi,-19.0595,-169.9187,26.14,78,4,6.11,NU,1701652021
133,khovd,48.0056,91.6419,-1.84,58,52,7.39,MN,1701652023
134,bathsheba,13.2167,-59.5167,27.34,83,40,6.17,BB,1701652024
135,bethel,41.3712,-73.414,7.49,89,100,2.57,US,1701652025
136,saipan,15.1355,145.701,30.39,66,40,8.23,MP,1701652027
137,thompson,55.7435,-97.8558,-4.91,93,100,2.06,CA,1701652028
138,rolla,37.9514,-91.7713,8.25,71,0,4.63,US,1701651884
139,praia da vitoria,38.7333,-27.0667,13.75,76,69,2.57,PT,1701652029
140,swakopmund,-22.6833,14.5333,16.1,85,94,2.51,NA,1701652031
141,newman,37.3138,-121.0208,14.47,48,100,0.77,US,1701652032
142,bac lieu,9.285,105.7244,27.19,81,100,6.47,VN,1701652033
143,sungai raya,0.7,108.9,26.57,83,100,0.85,ID,1701652035
144,kudahuvadhoo,2.6708,72.8944,27.01,80,99,2.89,MV,1701652036
145,mynamaki,60.7446,22.0243,-12.92,97,97,1.37,FI,1701652037
146,chacabuco,-34.6417,-60.4739,15.46,43,95,3.11,AR,1701651785
147,swift current,50.2834,-107.8014,-4.07,78,100,4.37,CA,1701652039
148,zarnovica,48.4812,18.7157,-8.77,96,80,0.78,SK,1701652041
149,corner brook,48.9667,-57.9484,-4.07,94,100,0.19,CA,1701652042
150,avarua,-21.2078,-159.775,26.03,69,100,7.72,CK,1701652043
151,asosa,10.0667,34.5333,18.46,45,40,1.35,ET,1701651761
152,boende,-0.2167,20.8667,21.32,99,100,0.88,CD,1701652045
153,humaita,-7.5061,-63.0208,26.74,72,94,0.61,BR,1701652047
154,diapaga,12.0708,1.7889,24.4,18,100,2.55,BF,1701652048
155,prince albert,53.2001,-105.7677,-10.11,91,8,1.38,CA,1701652049
156,ancud,-41.8697,-73.8203,8.76,75,0,3.28,CL,1701652050
157,beau vallon,-20.4189,57.6953,23.45,94,40,2.57,MU,1701652052
158,palmer,42.1584,-72.3287,5.75,84,100,3.09,US,1701651860
159,pampierstad,-27.7832,24.6877,22.56,27,74,1.61,ZA,1701652054
160,chifeng,42.2683,118.9636,-1.86,47,100,2.06,CN,1701652055
161,tsu,34.7303,136.5086,11.08,61,5,3.02,JP,1701652057
162,haiku-pauwela,20.9219,-156.3051,28.01,66,40,6.17,US,1701652059
163,hammerfest,70.6634,23.6821,1.25,86,40,4.12,NO,1701652061
164,zimovniki,47.1483,42.4633,9.16,96,99,2.97,RU,1701652063
165,iqaluit,63.7506,-68.5145,-18.17,88,87,2.89,CA,1701652064
166,saint-gely-du-fesc,43.6927,3.8049,2.25,65,0,3.6,FR,1701652065
167,uturoa,-16.7333,-151.4333,27.2,79,61,9.5,PF,1701652066
168,eyl,7.9803,49.8164,23.64,71,85,7.91,SO,1701652067
169,ushibukamachi,32.1906,130.0228,12.43,58,89,2.03,JP,1701652068
170,changyon,38.2508,125.0961,4.11,74,100,2.85,KP,1701652070
171,dauphin,51.1494,-100.0502,-5.4,84,5,3.29,CA,1701652071
172,port blair,11.6667,92.75,27.44,82,96,5.8,IN,1701652072
173,nizhnyaya tavda,57.6731,66.1725,-21.68,98,76,1.18,RU,1701652074
174,aitape,-3.1374,142.3475,28.34,79,100,1.26,PG,1701652076
175,kailua-kona,19.6406,-155.9956,27.98,82,20,4.12,US,1701651787
176,tomatlan,19.9333,-105.25,25.32,67,100,0.81,MX,1701652080
177,srivardhan,18.0333,73.0167,24.53,65,100,2.07,IN,1701652081
178,bourbon-lancy,46.6221,3.7695,2.17,50,100,4.04,FR,1701652083
179,gelemso,8.8167,40.5167,13.04,46,12,1.16,ET,1701652085
180,tekirova,36.5017,30.5272,18.29,76,100,1.19,TR,1701652089
181,vilhena,-12.7406,-60.1458,21.82,93,63,1.62,BR,1701652091
182,longyearbyen,78.2186,15.6401,-10.09,62,20,4.63,SJ,1701652092
183,lee acres,35.1487,-106.647,8.79,46,40,5.36,US,1701652093
184,lethem,3.3803,-59.7968,28.78,53,33,4.19,GY,1701652095
185,naze,28.3667,129.4833,14.66,77,100,2.7,JP,1701652096
186,constantia,44.1833,28.65,1.38,77,100,7.26,RO,1701652097
187,kodiak,57.79,-152.4072,2.73,87,0,4.63,US,1701651831
188,marsh harbour,26.5412,-77.0636,25.45,84,3,1.96,BS,1701652100
189,beyneu,45.3167,55.2,9.12,70,100,5.52,KZ,1701652101
190,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1701652105
191,kashgar,39.4547,75.9797,0.71,39,0,1.79,CN,1701652106
192,susuman,62.7833,148.1667,-32.94,99,100,0.63,RU,1701652107
193,pasuquin,18.3328,120.6177,29.97,74,75,1.54,PH,1701652108
194,derzhavinsk,51.1,66.3167,-7.04,84,93,2.8,KZ,1701652109
195,mhamid,29.82,-5.72,14.47,46,10,2.41,MA,1701652110
196,colonia,50.9333,6.95,1.6,77,0,4.63,DE,1701652052
197,usogorsk,63.4106,48.6872,-16.76,99,100,0.96,RU,1701652113
198,nadym,65.5333,72.5167,-27.17,100,100,4.06,RU,1701652114
199,novodvinsk,64.4165,40.8122,-15.14,99,84,1.18,RU,1701652115
200,hermanus,-34.4187,19.2345,16.56,76,60,2.02,ZA,1701652118
201,vila franca do campo,37.7167,-25.4333,13.23,68,100,3.05,PT,1701652119
202,la'ie,21.6477,-157.9253,28.98,79,13,1.79,US,1701652120
203,suva,-18.1416,178.4415,31.71,62,40,4.63,FJ,1701652122
204,luang namtha,20.9497,101.4011,19.81,99,95,0.21,LA,1701652123
205,hamilton,39.1834,-84.5333,7.83,76,21,4.92,US,1701651614
206,eldorado,-23.7869,-54.2836,22.27,97,100,1.07,BR,1701652112
207,les avirons,-21.2418,55.3394,20.03,68,18,5.14,RE,1701652126
208,cabo san lucas,22.8909,-109.9124,24.86,60,0,1.35,MX,1701651629
209,chishmy,54.5765,55.3764,-6.87,96,100,6.62,RU,1701652128
210,arkhangel'sk,64.5401,40.5433,-14.94,85,100,1.0,RU,1701652129
211,uludere,37.445,42.8617,6.26,34,56,1.63,TR,1701652132
212,belomorsk,64.5232,34.7668,-15.68,98,67,1.62,RU,1701652133
213,port antonio,18.18,-76.4612,26.11,80,84,3.32,JM,1701652134
214,khorramabad,33.4878,48.3558,9.38,30,0,0.91,IR,1701652136
215,lingcheng,22.7072,110.3492,16.65,74,84,2.76,CN,1701652137
216,settat,33.0007,-7.6204,6.9,62,100,1.03,MA,1701652138
217,horta,38.5333,-28.6333,14.84,52,49,2.18,PT,1701652141
218,dellys,36.9172,3.9131,13.33,66,100,3.47,DZ,1701652143
219,priargunsk,50.3691,119.1012,-22.15,100,63,0.63,RU,1701652144
220,egilsstadir,65.2653,-14.3948,-6.38,96,97,1.64,IS,1701652147
221,xiangxiang,27.7333,112.5333,9.63,70,100,0.81,CN,1701652148
222,olean,42.0776,-78.4297,9.38,100,100,4.12,US,1701652149
223,darwin,-12.4611,130.8418,33.36,70,75,3.09,AU,1701651961
224,huntingdon,52.3305,-0.1865,7.74,92,100,3.13,GB,1701652152
225,punta arenas,-53.15,-70.9167,9.06,71,40,13.89,CL,1701652153
226,tofol,5.3248,163.0078,28.88,84,100,4.63,FM,1701652154
227,san borja,-14.8167,-66.85,23.42,94,87,0.73,BO,1701652156
228,zakamensk,50.3741,103.2863,-12.32,92,100,1.9,RU,1701652157
229,wajir,1.7471,40.0573,26.34,50,99,4.0,KE,1701652157
230,harper,4.375,-7.7169,26.16,86,0,3.85,LR,1701652159
231,camana,-16.6228,-72.7111,19.61,77,50,2.42,PE,1701652160
232,celestun,20.8667,-90.4,25.83,86,73,4.13,MX,1701652162
233,sargatskoye,55.6101,73.4972,-18.61,90,29,5.2,RU,1701652163
234,nar'yan-mar,67.6713,53.087,-16.89,96,94,4.49,RU,1701652164
235,gonabad,34.3529,58.6837,8.72,27,0,0.9,IR,1701652044
236,balykshi,47.0667,51.8667,7.0,100,100,6.0,KZ,1701652167
237,fatwa,25.5167,85.3167,19.05,49,79,1.09,IN,1701652168
238,ulanhot,46.0833,122.0833,-5.84,71,11,3.47,CN,1701652169
239,hasaki,35.7333,140.8333,12.38,50,2,5.29,JP,1701652171
240,chonchi,-42.6128,-73.8092,9.56,88,3,1.68,CL,1701652172
241,san matias,-16.3667,-58.4,24.91,85,77,2.05,BO,1701652173
242,kenai,60.5544,-151.2583,-5.48,84,0,0.0,US,1701652154
243,krasnyy yar,46.5331,48.3456,8.96,91,100,4.0,RU,1701652175
244,cedeira,43.6797,-8.0209,12.21,73,67,12.91,ES,1701652176
245,montecristo,8.2971,-74.4733,25.97,86,96,0.77,CO,1701652177
246,saynshand,44.8824,110.1163,-10.86,86,5,2.04,MN,1701652179
247,gaitania,3.0906,-75.6723,18.26,88,98,2.15,CO,1701652182
248,touros,-5.1989,-35.4608,26.51,79,100,5.45,BR,1701652183
249,xunchang,28.4543,104.715,11.07,80,100,0.28,CN,1701652184
250,cacoal,-11.4386,-61.4472,24.56,84,63,1.66,BR,1701652161
251,krasnozerskoye,53.9828,79.2374,-10.85,89,100,8.78,RU,1701652186
252,samdrup jongkhar,26.9167,91.6167,13.38,59,10,2.53,BT,1701652188
253,kathu,7.9178,98.3332,26.9,81,96,4.9,TH,1701652189
254,broken hill,-31.95,141.4333,31.29,15,1,5.25,AU,1701652049
255,vidyayevo,69.3191,32.8049,-6.11,95,100,1.5,RU,1701652193
256,megion,61.0296,76.1136,-28.88,92,8,5.41,RU,1701652194
257,okhotsk,59.3833,143.3,-32.51,84,35,6.17,RU,1701652196
258,phan rang-thap cham,11.5667,108.9833,26.89,72,100,2.55,VN,1701652197
259,serenje,-13.2325,30.2352,16.24,58,99,1.51,ZM,1701652198
260,vecumnieki,56.6064,24.5222,-6.3,97,100,1.51,LV,1701652200
261,baran,25.1,76.5167,16.96,92,66,1.82,IN,1701652201
262,fukuecho,32.6881,128.8419,12.35,54,11,1.07,JP,1701652203
263,polovinnoye,54.7914,65.9864,-15.55,97,100,1.84,RU,1701652204
264,manavalakurichi,8.1333,77.3,25.83,87,70,3.95,IN,1701652205
265,qarauyl,48.9451,79.255,-3.64,68,74,8.32,KZ,1701652206
266,lompoc,34.6391,-120.4579,16.12,83,0,8.23,US,1701652209
267,tindouf,27.6711,-8.1474,16.74,44,0,3.48,DZ,1701652210
268,alice springs,-23.7,133.8833,34.75,14,0,4.63,AU,1701652211
269,santa terezinha,-29.9002,-50.0904,21.19,95,100,2.44,BR,1701652213
270,sampit,-2.5333,112.95,28.99,72,90,0.76,ID,1701652214
271,buka,40.8108,69.1986,9.79,42,76,0.62,UZ,1701652216
272,nefta,33.8731,7.8777,13.0,65,2,1.39,TN,1701652217
273,nuuk,64.1835,-51.7216,-0.66,69,100,1.03,GL,1701652218
274,louis trichardt,-23.0439,29.9032,18.1,52,10,0.89,ZA,1701652220
275,aparan,40.5932,44.3589,-7.72,41,90,1.91,AM,1701652221
276,bandarbeyla,9.4942,50.8122,24.72,71,52,7.99,SO,1701652222
277,mizan teferi,6.9833,35.5833,17.02,91,99,1.47,ET,1701652224
278,masterton,-40.9597,175.6575,15.49,94,100,1.75,NZ,1701652225
279,gunnison,38.7,-107.0673,-2.53,94,42,2.51,US,1701651995
280,bojano,41.4857,14.4729,4.45,83,10,1.84,IT,1701652228
281,bengkulu,-3.8004,102.2655,24.06,91,100,1.03,ID,1701652230
282,sinop,41.7711,34.8709,10.93,65,100,3.3,TR,1701652231
283,turochak,52.2576,87.1224,-2.08,71,100,8.34,RU,1701652233
284,terbanggi besar,-4.8667,105.2333,26.4,80,94,0.39,ID,1701652234
285,pirane,-25.7324,-59.1088,21.63,95,100,3.82,AR,1701652238
286,porto de moz,-1.7483,-52.2383,25.16,76,99,1.49,BR,1701652239
287,el porvenir,13.7617,-87.3458,24.63,75,27,2.63,HN,1701652241
288,oriximina,-1.7656,-55.8661,27.09,68,100,0.95,BR,1701652244
289,quimili,-27.6333,-62.4167,15.22,95,100,8.22,AR,1701652245
290,port elizabeth,-33.918,25.5701,16.29,81,100,1.79,ZA,1701652246
291,northam,51.0333,-4.2167,10.92,97,100,9.1,GB,1701652248
292,polyarnyy,69.1989,33.4478,-3.99,91,100,1.32,RU,1701652249
293,dobryanka,58.4619,56.4165,-12.37,94,100,3.27,RU,1701652250
294,copala,16.65,-98.9833,25.86,80,47,1.77,MX,1701652251
